memberid,status,signupdate,milesflown,customerid
43570607,Gold,2022-09-11,2711,39666
43570608,Silver,2023-11-23,4219,10251
43570609,Gold,2023-04-19,7453,18540
43570610,None,2022-09-05,5508,14382
43570611,Silver,2022-10-26,2841,4616
43570612,Gold,2021-12-04,6109,13281
43570613,Gold,2021-01-19,7226,4373
43570614,Gold,2020-10-04,5016,43723
43570615,Gold,2023-05-20,493,22953
43570616,Silver,2023-05-19,5512,12745
43570617,Gold,2021-10-21,1978,38667
43570618,Gold,2021-12-03,4101,4818
43570619,Gold,2023-07-15,2201,758
43570620,Silver,2024-04-12,5211,31529
43570621,Silver,2020-03-18,8833,1344
43570622,Silver,2023-07-07,2882,49067
43570623,Gold,2023-03-08,747,16175
43570624,Gold,2021-10-26,4940,7885
43570625,Gold,2022-01-17,2102,25567
43570626,None,2024-02-23,8838,17134
43570627,Silver,2021-04-27,7854,27197
43570628,Gold,2020-08-08,8472,38427
43570629,Gold,2021-12-18,8985,31734
43570630,None,2022-05-05,6545,12501
43570631,Silver,2020-04-18,455,42813
43570632,None,2022-07-25,8038,20866
43570633,None,2020-02-21,7406,4439
43570634,Silver,2020-11-30,3990,24068
43570635,None,2023-03-09,7025,35871
43570636,None,2020-12-15,198,12901
43570637,Gold,2023-05-29,6749,19570
43570638,None,2020-10-27,1377,2613
43570639,Gold,2021-06-11,50,36700
43570640,Gold,2023-04-25,2574,36568
43570641,Silver,2023-04-27,7575,8161
43570642,Gold,2021-08-31,1884,14522
43570643,Silver,2024-03-09,2877,12904
43570644,None,2024-01-10,6559,46903
43570645,None,2020-10-21,7931,31936
43570646,Silver,2020-02-29,4389,2248
43570647,Silver,2023-12-03,7597,30509
43570648,None,2023-05-01,7681,46719
43570649,None,2023-08-09,5295,28059
43570650,None,2021-05-13,4880,30236
43570651,Gold,2022-07-28,8540,5192
43570652,Silver,2023-04-18,9874,33968
43570653,Gold,2020-04-24,7069,20370
43570654,Gold,2023-07-11,8171,17267
43570655,None,2023-05-03,3455,26935
43570656,Silver,2022-05-27,3213,32526
43570657,None,2020-11-12,3419,32941
43570658,Gold,2021-01-03,1934,96
43570659,None,2023-11-12,4509,37098
43570660,Silver,2023-12-26,4118,37967
43570661,Gold,2021-07-28,1190,46786
43570662,Gold,2020-05-12,6061,12737
43570663,Gold,2022-12-08,6087,31575
43570664,None,2020-08-20,6231,1806
43570665,Silver,2023-07-06,5787,18443
43570666,Silver,2024-01-07,9742,20680
43570667,None,2020-03-23,2468,32987
43570668,Silver,2020-04-10,2512,27863
43570669,None,2021-06-18,8848,23270
43570670,Gold,2022-12-16,4672,46325
43570671,Silver,2024-04-20,4799,47858
43570672,Gold,2020-07-18,8636,9853
43570673,None,2022-09-22,108,10084
43570674,Silver,2022-03-02,9006,14233
43570675,None,2021-01-01,4637,48588
43570676,Silver,2024-02-28,6278,10925
43570677,Gold,2022-10-25,6623,31098
43570678,Silver,2022-03-09,5338,13932
43570679,None,2022-02-26,2862,5319
43570680,None,2020-09-15,4532,27902
43570681,None,2020-06-17,2428,14320
43570682,Gold,2023-11-05,754,18429
43570683,None,2021-06-07,761,35444
43570684,Silver,2021-10-17,5174,44194
43570685,Gold,2021-03-04,7161,43493
43570686,Gold,2021-05-09,8015,41573
43570687,Silver,2021-08-06,9513,3615
43570688,None,2021-12-13,7335,18146
43570689,Silver,2022-06-18,8618,33962
43570690,None,2021-06-07,7672,28234
43570691,Gold,2021-08-26,1046,13580
43570692,Gold,2023-01-11,1057,23852
43570693,Gold,2021-04-29,1586,46159
43570694,Gold,2020-03-15,5120,33276
43570695,Gold,2023-02-27,4318,45591
43570696,Silver,2022-12-17,7697,31013
43570697,None,2020-08-13,9980,22130
43570698,Silver,2021-03-06,6616,27829
43570699,Gold,2022-05-05,2681,48818
43570700,None,2024-04-08,4919,39237
43570701,Gold,2021-01-06,2550,28582
43570702,None,2021-08-18,6089,30583
43570703,None,2021-02-04,1150,4414
43570704,Gold,2023-10-21,2524,4589
43570705,None,2021-04-01,421,28867
43570706,Gold,2021-08-25,5083,1133
43570707,Silver,2022-08-19,7077,23008
43570708,Silver,2022-12-08,6860,15011
43570709,None,2022-07-25,3387,8331
43570710,Gold,2023-12-07,3273,11700
43570711,None,2020-08-13,6270,10741
43570712,None,2024-05-05,333,33147
43570713,None,2022-05-28,4222,35045
43570714,Gold,2022-02-26,6493,45335
43570715,None,2021-12-12,6897,26806
43570716,Gold,2022-12-22,234,19957
43570717,None,2021-04-17,1594,3714
43570718,None,2023-10-04,1619,615
43570719,None,2022-12-05,9363,6951
43570720,Gold,2022-04-09,4482,23774
43570721,Gold,2020-05-06,5124,42922
43570722,None,2023-05-06,7911,36647
43570723,None,2021-05-23,3677,37176
43570724,Gold,2020-02-27,2370,17893
43570725,None,2022-12-29,4083,48026
43570726,Silver,2023-11-06,2209,6706
43570727,None,2023-02-20,9229,39467
43570728,Silver,2020-07-25,4707,14482
43570729,Silver,2020-05-08,4843,38900
43570730,Silver,2021-01-10,8641,34485
43570731,Gold,2020-02-12,6485,2109
43570732,Silver,2023-05-22,5368,480
43570733,None,2021-10-12,6073,9973
43570734,Silver,2023-01-23,1241,11273
43570735,None,2022-11-17,2749,41603
43570736,Silver,2022-01-21,7700,46452
43570737,None,2023-12-04,6292,25937
43570738,Silver,2023-03-10,7901,3702
43570739,Silver,2021-04-29,9236,15624
43570740,Silver,2022-10-14,9926,33357
43570741,Silver,2023-11-06,3755,39433
43570742,None,2021-05-27,9110,27910
43570743,Gold,2023-06-09,2211,12076
43570744,Silver,2023-11-18,9977,32633
43570745,None,2020-02-21,5540,15507
43570746,Gold,2021-06-05,5977,45630
43570747,Silver,2022-02-23,7751,2996
43570748,Gold,2020-07-09,7720,12285
43570749,Gold,2021-12-10,2526,41521
43570750,Gold,2023-12-14,8676,40621
43570751,None,2020-11-16,553,1132
43570752,Gold,2021-04-13,3596,1686
43570753,None,2020-10-07,864,33696
43570754,None,2020-06-22,2360,6815
43570755,Silver,2021-07-11,7065,8167
43570756,Silver,2022-07-22,5960,48186
43570757,None,2023-05-29,4808,1687
43570758,Gold,2023-08-22,3417,27559
43570759,Silver,2023-05-19,7989,8210
43570760,Gold,2022-09-24,8847,11712
43570761,None,2023-06-21,4681,19537
43570762,Silver,2020-07-25,7254,12928
43570763,Silver,2020-12-02,5436,1574
43570764,Silver,2024-02-19,1677,12891
43570765,Gold,2022-06-02,59,13088
43570766,Gold,2021-10-17,2599,13482
43570767,None,2023-08-28,1033,7147
43570768,Silver,2023-08-17,9430,5941
43570769,Silver,2021-07-04,8225,24087
43570770,Silver,2022-03-19,316,16386
43570771,Silver,2022-06-11,4082,3767
43570772,Gold,2020-07-27,2399,10344
43570773,Gold,2021-12-12,6078,37442
43570774,Silver,2024-04-18,6465,29282
43570775,Silver,2021-05-14,3198,33390
43570776,None,2023-10-08,251,28023
43570777,Silver,2022-03-02,5766,39447
43570778,None,2021-11-18,7800,33810
43570779,Silver,2021-06-07,5343,28354
43570780,None,2021-08-15,3265,16473
43570781,Gold,2023-08-30,4741,45447
43570782,None,2024-03-26,4411,35849
43570783,Silver,2021-06-20,2731,2838
43570784,Gold,2023-04-08,1846,24147
43570785,Gold,2023-06-02,9782,22143
43570786,None,2023-04-26,1369,39134
43570787,Gold,2022-06-26,2172,16777
43570788,Silver,2020-06-20,6891,17851
43570789,Silver,2023-01-17,1367,28834
43570790,Silver,2023-08-31,2769,38709
43570791,None,2021-11-02,2994,36014
43570792,None,2021-08-14,9476,17711
43570793,Silver,2023-08-19,8055,48300
43570794,Silver,2023-05-14,826,1873
43570795,Gold,2020-10-21,2738,34711
43570796,None,2021-10-12,3417,29627
43570797,Silver,2021-06-11,4241,35377
43570798,Gold,2023-11-30,9365,38387
43570799,Silver,2020-05-11,237,8333
43570800,Silver,2023-09-01,6248,18937
43570801,None,2022-09-17,5492,32214
43570802,Gold,2020-04-03,6050,13488
43570803,Silver,2020-05-28,4603,12065
43570804,None,2023-02-11,2791,33143
43570805,None,2021-03-08,3393,44068
43570806,Silver,2023-06-27,2933,41515
43570807,Gold,2021-05-02,7995,7698
43570808,Gold,2022-01-15,3154,21560
43570809,Gold,2021-03-27,1481,18339
43570810,Gold,2023-08-21,9313,20933
43570811,None,2021-12-08,1968,42437
43570812,Silver,2024-03-16,3658,24940
43570813,Gold,2022-07-23,1304,16648
43570814,None,2024-02-11,141,18191
43570815,None,2020-01-05,7414,42623
43570816,Silver,2021-07-08,5436,16802
43570817,None,2022-06-24,9132,4349
43570818,Gold,2023-04-22,4983,39815
43570819,None,2022-06-03,2942,10782
43570820,Silver,2024-04-20,5409,378
43570821,Silver,2023-01-03,2319,31702
43570822,None,2021-11-16,825,40915
43570823,None,2023-05-22,881,21803
43570824,Gold,2020-04-22,1099,44396
43570825,Gold,2020-07-31,2885,25125
43570826,Gold,2020-05-19,1916,30172
43570827,Silver,2022-07-02,8330,9619
43570828,None,2021-02-07,9722,29854
43570829,Silver,2022-06-27,3882,10416
43570830,Gold,2020-07-07,9158,45850
43570831,Silver,2020-03-01,9952,14485
43570832,Silver,2020-11-14,8651,13288
43570833,None,2022-02-01,78,21129
43570834,Silver,2022-02-27,2193,38435
43570835,Gold,2020-07-14,9343,26793
43570836,None,2024-05-02,4748,24360
43570837,None,2023-09-14,4665,41593
43570838,Silver,2022-05-06,2752,27040
43570839,Gold,2020-07-07,4484,24131
43570840,Gold,2023-07-26,7045,24721
43570841,None,2021-10-21,5838,7329
43570842,Silver,2024-04-11,4737,41015
43570843,Gold,2022-05-28,3450,41305
43570844,Silver,2020-03-09,4953,33527
43570845,Silver,2022-11-15,248,28383
43570846,None,2022-04-11,8764,24770
43570847,Gold,2023-09-29,2329,13785
43570848,Gold,2020-10-14,9295,19713
43570849,None,2024-01-26,5638,8539
43570850,None,2020-11-30,1132,9059
43570851,Gold,2021-10-25,1068,33005
43570852,Gold,2021-06-17,4653,34831
43570853,None,2021-06-25,9168,19212
43570854,Gold,2020-06-25,9028,44302
43570855,Silver,2023-11-10,5879,47931
43570856,None,2021-08-14,2045,9409
43570857,Silver,2022-12-03,4900,37006
43570858,None,2022-10-12,1673,46870
43570859,None,2023-05-19,1186,4388
43570860,Gold,2021-07-12,5312,38833
43570861,None,2023-08-23,5961,34863
43570862,Silver,2024-01-19,231,34941
43570863,Silver,2020-06-21,9575,21344
43570864,Gold,2021-08-05,5594,15815
43570865,Silver,2021-12-23,3044,15240
43570866,Gold,2021-08-27,2737,39111
43570867,Silver,2021-07-29,4751,20659
43570868,Gold,2022-02-04,355,43721
43570869,Gold,2022-07-25,7889,17203
43570870,Silver,2024-05-04,782,36597
43570871,Gold,2023-02-21,8810,31989
43570872,None,2020-07-29,2117,45794
43570873,Silver,2023-06-07,9107,31308
43570874,Gold,2021-08-16,2813,46128
43570875,Gold,2023-07-25,3753,31358
43570876,None,2022-07-18,7627,2949
43570877,Silver,2024-05-09,5814,12948
43570878,Gold,2022-09-24,4903,43561
43570879,Silver,2020-07-23,9552,38942
43570880,None,2023-11-17,7179,27104
43570881,None,2020-11-22,8706,5731
43570882,Silver,2021-03-21,4493,46339
43570883,Gold,2020-10-12,1384,13602
43570884,Silver,2021-04-28,7702,45761
43570885,Gold,2020-01-24,9903,26816
43570886,Gold,2021-02-18,1501,33197
43570887,Gold,2022-01-21,4373,44872
43570888,None,2021-04-23,4706,33563
43570889,None,2021-07-21,5809,40307
43570890,Silver,2021-02-13,1043,15043
43570891,Gold,2022-06-02,10,48090
43570892,Silver,2021-09-15,8529,37302
43570893,Gold,2023-11-16,7321,45360
43570894,Silver,2021-03-06,9823,26057
43570895,Silver,2020-10-08,9501,15560
43570896,None,2024-03-29,2008,25610
43570897,Silver,2022-07-12,786,27651
43570898,Silver,2020-01-03,1292,40353
43570899,None,2020-12-03,7664,36542
43570900,Silver,2021-11-20,4162,45000
43570901,None,2021-02-23,7069,14363
43570902,None,2021-03-13,5782,5339
43570903,Silver,2024-04-16,4822,9174
43570904,Silver,2020-04-11,2138,39093
43570905,None,2024-02-04,7247,40656
43570906,None,2022-01-28,8919,21898
43570907,Silver,2021-10-05,176,40179
43570908,Silver,2020-04-23,4661,37406
43570909,Gold,2024-01-12,3756,2135
43570910,Gold,2021-05-13,7096,6085
43570911,None,2022-03-21,5711,17547
43570912,Silver,2020-07-14,4450,19536
43570913,Gold,2024-04-27,4289,12504
43570914,None,2022-09-26,9370,43272
43570915,Gold,2021-12-06,8819,45793
43570916,Gold,2021-06-15,2314,31867
43570917,None,2022-01-26,4942,15034
43570918,Silver,2022-11-07,9209,16865
43570919,None,2020-01-03,7927,41958
43570920,None,2023-01-22,1698,22132
43570921,Gold,2023-07-08,7139,42861
43570922,Silver,2022-02-21,9897,46134
43570923,None,2024-04-26,4625,15435
43570924,None,2023-07-20,2857,45325
43570925,None,2023-05-20,5960,38467
43570926,Silver,2023-06-09,6532,39030
43570927,Silver,2023-04-19,2486,14718
43570928,Gold,2020-12-01,6783,46183
43570929,None,2023-08-14,2104,7395
43570930,Silver,2021-08-29,7637,35212
43570931,None,2021-07-14,6731,49138
43570932,Silver,2021-02-04,2534,48335
43570933,Silver,2024-03-06,5402,33985
43570934,Gold,2023-09-19,1829,7711
43570935,None,2022-12-30,1100,24340
43570936,Gold,2023-04-12,9161,49542
43570937,Silver,2021-07-03,8399,16523
43570938,Silver,2022-01-12,6240,36069
43570939,Gold,2020-11-06,1252,35967
43570940,None,2020-09-30,1961,8114
43570941,Gold,2021-10-19,3610,37347
43570942,Gold,2021-01-24,1640,6675
43570943,None,2020-08-04,662,14863
43570944,Gold,2023-01-31,3938,49461
43570945,None,2022-04-29,4067,20180
43570946,Silver,2021-12-27,2977,11075
43570947,Gold,2023-12-16,8717,29601
43570948,Silver,2021-06-22,7817,37630
43570949,Gold,2021-05-31,438,28010
43570950,None,2020-08-06,9810,38514
43570951,Gold,2020-06-23,5585,25964
43570952,Gold,2022-09-17,1230,8993
43570953,Gold,2024-05-08,5549,23272
43570954,Gold,2021-07-07,4875,12965
43570955,None,2023-01-14,8288,46404
43570956,Gold,2021-09-17,7332,27747
43570957,Silver,2021-04-08,8187,23966
43570958,Silver,2021-03-08,1639,9355
43570959,Silver,2023-11-19,9010,47628
43570960,Silver,2022-12-28,704,5924
43570961,None,2023-05-01,5248,10641
43570962,Silver,2023-03-15,7198,38947
43570963,Silver,2022-07-13,5524,45920
43570964,Silver,2020-01-16,7459,8191
43570965,Gold,2021-09-21,4374,15680
43570966,Gold,2021-01-05,4071,21942
43570967,Silver,2021-04-09,1950,24570
43570968,Silver,2024-04-12,1276,21002
43570969,Silver,2021-05-01,5542,3822
43570970,Silver,2022-07-16,4123,18502
43570971,Silver,2021-05-11,3178,42338
43570972,None,2020-07-26,9881,41625
43570973,Silver,2021-03-08,1938,21022
43570974,None,2021-01-19,2277,6870
43570975,Silver,2024-03-08,6426,30433
43570976,None,2020-08-13,7775,16808
43570977,Gold,2023-05-06,1610,2948
43570978,None,2021-12-08,6479,46886
43570979,Gold,2021-01-15,6925,37652
43570980,Gold,2022-03-22,1964,23266
43570981,None,2020-01-27,1431,12143
43570982,Gold,2020-03-12,2128,8296
43570983,None,2023-03-19,4641,46039
43570984,None,2020-05-28,3062,21068
43570985,Silver,2022-07-18,8451,11616
43570986,Gold,2022-05-20,1038,26138
43570987,None,2022-07-12,702,40239
43570988,Gold,2022-10-31,1153,8349
43570989,Silver,2023-02-04,7387,9331
43570990,Gold,2020-11-19,9405,44432
43570991,None,2021-08-08,3606,12950
43570992,None,2023-11-25,9828,15446
43570993,Silver,2022-05-05,6507,47879
43570994,None,2020-08-31,337,48079
43570995,Silver,2023-04-18,535,28652
43570996,Gold,2022-02-19,6988,33135
43570997,Gold,2024-04-23,5384,18986
43570998,Gold,2023-03-27,6632,44184
43570999,Gold,2024-03-30,5622,24809
43571000,Gold,2021-04-02,9200,209
43571001,Gold,2023-02-24,6469,49986
43571002,None,2020-12-22,2915,24559
43571003,Gold,2020-11-18,9604,45944
43571004,Silver,2021-11-11,6962,34576
43571005,Silver,2023-06-08,7671,24271
43571006,Gold,2021-05-22,9949,45818
43571007,Silver,2023-09-13,7095,37141
43571008,Silver,2020-01-06,7761,38994
43571009,None,2023-06-02,8103,32617
43571010,Silver,2023-04-19,4614,4303
43571011,Silver,2022-10-21,2076,14725
43571012,None,2022-05-18,3958,7432
43571013,Silver,2023-09-23,7485,33805
43571014,Gold,2020-10-28,5976,32194
43571015,Silver,2021-09-26,2456,28044
43571016,Silver,2021-01-23,9756,34714
43571017,None,2021-10-15,3499,16376
43571018,None,2023-03-08,1535,8614
43571019,Gold,2023-07-22,6583,38266
43571020,Gold,2022-07-29,8565,30670
43571021,Silver,2020-01-13,475,25180
43571022,Gold,2024-03-08,3416,18740
43571023,None,2023-03-05,5584,1889
43571024,Gold,2020-12-20,1068,31725
43571025,None,2020-09-16,2957,22295
43571026,Gold,2021-08-16,3914,47471
43571027,Silver,2022-10-17,7531,23491
43571028,Silver,2022-02-18,6370,241
43571029,Gold,2021-07-11,9511,17351
43571030,Silver,2022-05-02,2659,12984
43571031,None,2021-03-06,7377,8785
43571032,Gold,2021-11-10,3870,9684
43571033,Silver,2022-08-26,2240,38736
43571034,Gold,2021-03-21,4977,19897
43571035,None,2021-08-30,7356,3382
43571036,Silver,2021-02-08,7343,44053
43571037,Silver,2022-08-13,3141,33794
43571038,Gold,2022-12-19,3192,12412
43571039,Silver,2021-01-06,2886,16169
43571040,Gold,2023-12-08,2061,25145
43571041,Silver,2023-02-23,5448,27796
43571042,Gold,2021-09-12,2754,30493
43571043,Gold,2023-04-29,8007,7954
43571044,Silver,2024-01-12,992,4010
43571045,None,2020-05-23,4934,6502
43571046,Silver,2020-06-21,926,14193
43571047,Silver,2023-06-05,4142,12564
43571048,Silver,2023-07-08,5783,28301
43571049,None,2022-12-01,9099,15448
43571050,Silver,2020-09-27,3758,17762
43571051,Silver,2022-02-07,7474,6045
43571052,None,2021-09-01,9593,11574
43571053,Gold,2023-02-07,8589,29448
43571054,Silver,2020-10-25,3983,29037
43571055,Silver,2022-08-14,9289,12344
43571056,None,2021-12-05,4433,18751
43571057,Gold,2022-03-10,5302,13846
43571058,None,2023-05-04,9661,33372
43571059,None,2020-11-20,5779,49658
43571060,None,2022-12-09,1924,21017
43571061,None,2020-06-29,8562,40343
43571062,Gold,2022-12-17,124,44530
43571063,Gold,2021-03-01,2523,24018
43571064,Silver,2023-11-09,1909,7484
43571065,Gold,2021-08-22,9973,49226
43571066,Silver,2023-02-27,8721,14728
43571067,Silver,2022-02-27,27,36618
43571068,Silver,2021-05-09,6378,48967
43571069,None,2022-02-19,1183,9751
43571070,Gold,2021-12-18,9465,48887
43571071,None,2020-07-09,1259,8865
43571072,None,2021-11-15,4771,47240
43571073,Silver,2021-01-15,5401,10268
43571074,Silver,2022-05-30,9521,29271
43571075,Gold,2022-04-09,3726,441
43571076,None,2022-11-08,5191,5352
43571077,None,2023-10-23,4288,20498
43571078,Gold,2021-09-25,3582,28266
43571079,None,2020-05-24,6417,13362
43571080,Silver,2022-07-01,3584,49491
43571081,Gold,2022-11-14,2238,9618
43571082,None,2021-03-29,6754,49834
43571083,None,2021-12-15,5650,49898
43571084,None,2023-08-07,463,40528
43571085,Gold,2020-10-13,8640,36161
43571086,Silver,2021-08-15,9959,13403
43571087,Silver,2024-04-07,1001,49389
43571088,Gold,2020-08-20,9021,22883
43571089,Silver,2022-05-05,479,28991
43571090,Silver,2023-09-24,7717,37069
43571091,None,2020-04-20,3199,48131
43571092,Gold,2021-07-02,1043,5345
43571093,Gold,2023-07-19,4941,2720
43571094,Silver,2022-11-12,6555,26087
43571095,None,2022-05-09,158,39984
43571096,Silver,2022-11-16,539,42015
43571097,Gold,2022-02-11,9869,2876
43571098,Silver,2021-01-29,2741,48329
43571099,Gold,2022-05-09,7848,26
43571100,Gold,2020-03-23,3083,33011
43571101,Gold,2023-05-31,4247,38406
43571102,Silver,2020-04-25,783,17488
43571103,None,2022-07-17,7291,4645
43571104,Silver,2022-02-16,2187,20309
43571105,None,2020-09-11,3119,30152
43571106,Silver,2020-07-14,2746,45031
43571107,Silver,2022-02-19,5618,23285
43571108,None,2021-04-17,3364,31039
43571109,Silver,2023-08-04,445,15116
43571110,Gold,2021-10-30,7840,29136
43571111,None,2021-11-08,7355,26862
43571112,None,2020-09-27,9265,25037
43571113,Silver,2023-06-19,8183,22178
43571114,Silver,2023-05-24,7256,33256
43571115,Silver,2020-12-25,509,30521
43571116,None,2024-05-14,6789,4058
43571117,Gold,2022-10-06,611,7115
43571118,None,2022-03-22,8404,22116
43571119,Silver,2022-05-11,1139,36094
43571120,None,2021-11-03,9096,15250
43571121,Gold,2024-04-11,3494,17034
43571122,Gold,2022-07-26,8488,41898
43571123,None,2022-03-22,1086,48884
43571124,Silver,2022-03-31,4818,28622
43571125,Silver,2021-10-19,5828,42201
43571126,Gold,2024-04-06,4852,9124
43571127,Silver,2020-10-07,1155,41630
43571128,None,2022-04-11,2169,47058
43571129,Gold,2021-04-11,6851,32736
43571130,Gold,2021-01-01,847,15715
43571131,Silver,2024-03-23,5582,27139
43571132,None,2024-03-16,845,46585
43571133,Gold,2021-08-25,9255,37838
43571134,Silver,2024-05-10,5207,20597
43571135,Silver,2020-11-11,384,12456
43571136,Gold,2023-03-21,7446,11330
43571137,None,2020-01-28,3081,34490
43571138,None,2020-01-17,8554,18484
43571139,Silver,2024-01-05,7303,33994
43571140,None,2020-05-14,4272,14451
43571141,None,2022-11-07,3864,33262
43571142,None,2023-01-04,2003,32492
43571143,Silver,2022-02-08,3438,28098
43571144,Gold,2022-06-14,5690,41568
43571145,Gold,2022-12-23,5476,15661
43571146,None,2020-02-12,3326,31010
43571147,Silver,2020-12-23,7170,46269
43571148,Silver,2023-01-28,4858,45542
43571149,Gold,2021-09-05,9610,22257
43571150,None,2022-12-17,6361,3261
43571151,Silver,2022-09-27,2883,27986
43571152,Silver,2022-04-23,2112,642
43571153,None,2023-02-19,546,40839
